parcel_id,date,drought_probability,flood_probability,hail_probability,general_risk,alert,alert_type,risk_level,drought_risk_level,flood_risk_level,pest_risk_level,premium_ha,risk_category
Chacra_San_Javier_Sokolov_2,2025-01-25,38,39,17,31,,,0.3127229669037532,0.3761845969325929,0.394587005691143,0.16739729808752352,93.82,Moderate
Chacra_San_Javier_Sokolov_2,2025-01-26,34,41,25,33,,,0.3327982675809023,0.3388609581092389,0.4102101150432809,0.24932372959018717,99.84,Moderate
Chacra_San_Javier_Sokolov_2,2025-01-27,29,41,27,32,,,0.3225842631425531,0.2875347975489573,0.409621125717956,0.2705968661607461,96.78,Moderate
Chacra_San_Javier_Sokolov_2,2025-01-28,27,29,22,26,,,0.2619215254411751,0.2723790502849246,0.29197678710226427,0.2214087389363364,78.58,Moderate
Chacra_San_Javier_Sokolov_2,2025-01-29,30,33,24,29,,,0.2915772512983508,0.3025086882600103,0.32931927012397183,0.2429037955110704,87.47,Moderate
Chacra_San_Javier_Sokolov_2,2025-01-30,36,26,20,27,,,0.27227091449030194,0.3587853915099297,0.2622933782781666,0.19573397368280937,81.68,Moderate
Chacra_San_Javier_Sokolov_2,2025-01-31,38,30,18,29,,,0.28772994052971795,0.37656176132245234,0.3032169777008836,0.18341108256581792,86.32,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-01,39,22,23,28,,,0.2777754539233024,0.389588376380018,0.21587920217492454,0.2278587832149646,83.33,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-02,38,23,22,28,,,0.27968371220765603,0.3832311759088754,0.23212178065210015,0.2236981800619926,83.91,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-03,36,13,27,25,,,0.2543610823071804,0.36452726025405563,0.12729724933084507,0.2712587373366405,76.31,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-04,28,13,26,22,,,0.22294817514561863,0.2791561331860182,0.12793549325493317,0.2617528989959046,66.88,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-05,44,13,22,26,,,0.26179989134062204,0.4376579222418212,0.127,0.2207417517800448,78.54,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-06,43,13,20,25,,,0.25003271954449113,0.4267793261149228,0.127,0.19631883251855053,75.01,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-07,51,14,21,29,High drought risk: 51%,drought,0.28706126691498146,0.5094695079781002,0.1393636193968406,0.2123506733700036,86.12,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-08,52,15,24,30,High drought risk: 52%,drought,0.3021483092352635,0.5244024882890399,0.1455608111426463,0.2364816282741042,90.64,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-09,40,13,23,25,,,0.252955690737742,0.40435229640552195,0.127,0.22751477580770402,75.89,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-10,44,22,29,31,,,0.31475911161224507,0.4353745037796737,0.2193210216665751,0.2895818093904864,94.43,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-11,40,21,28,30,,,0.29529412586548404,0.3959214674062672,0.21099471427628896,0.27896619591389593,88.59,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-12,44,23,23,30,,,0.301464388673829,0.4423091758497996,0.23255843538491147,0.22952555478677594,90.44,Moderate
Chacra_San_Javier_Sokolov_2,2025-02-13,49,15,23,29,,,0.29340343214128434,0.49352932703855995,0.15202250263632688,0.23465846674896623,88.02,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-15,25,32,15,24,,,0.23968868089992135,0.2511456570939156,0.3174109190233896,0.15050946658245878,71.91,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-16,24,32,12,23,,,0.22833111766192923,0.24313820375953693,0.32431892722685973,0.11753622199939094,68.5,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-17,37,32,11,27,,,0.27013737532705295,0.3721909193321925,0.32403599720430787,0.11418520944465846,81.04,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-18,34,38,14,29,,,0.2890069413105504,0.33898436793271514,0.383674791516524,0.14436166448241203,86.7,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-19,29,41,21,30,,,0.3042014415784118,0.2858762433691301,0.4141222473364033,0.21260583402970196,91.26,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-20,27,45,21,31,,,0.31254234498487343,0.27255114025013616,0.45437962319709835,0.21069627150738585,93.76,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-21,21,45,22,29,,,0.2929141525837994,0.2074748688976904,0.4481656692336766,0.22310191962003112,87.87,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-22,27,34,22,28,,,0.27562637938512363,0.2669788252639642,0.3439571416613587,0.21594317123004797,82.69,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-23,38,45,17,33,,,0.333776490660886,0.37792171308673406,0.4528693359613139,0.17053842293460997,100.13,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-24,39,37,16,31,,,0.30874677767023906,0.39281007270843404,0.3727121228381048,0.16071813746417835,92.62,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-25,36,30,21,29,,,0.28914887940611894,0.35627541325435486,0.3015198463257682,0.20965137863823363,86.74,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-26,26,39,20,28,,,0.28203478263624354,0.2582041993259224,0.39033754735566095,0.19756260122714736,84.61,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-27,29,40,22,30,,,0.3047948657705946,0.29304847826772373,0.39749444020412367,0.2238416788399364,91.44,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-28,29,26,26,27,,,0.27057586899157576,0.29455367163879337,0.26100184842492624,0.2561720869110076,81.17,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-29,41,29,20,30,,,0.29933478573870625,0.4073547567721869,0.2902974422260072,0.20035215821792463,89.8,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-30,42,29,18,30,,,0.2975050943167484,0.4204798117713462,0.28946898364628454,0.1825664875326145,89.25,Moderate
Chacra_San_Javier_Sokolov_3,2025-01-31,39,30,20,30,,,0.29561382844484047,0.38994932596454224,0.2993063803243729,0.19758577904560637,88.68,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-01,44,17,19,27,,,0.269011686918265,0.44369780863802283,0.17071103625666517,0.19262621586010686,80.7,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-02,35,23,25,27,,,0.2745815947337013,0.3458185002077805,0.22694962951794395,0.2509766544753794,82.37,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-03,38,19,27,28,,,0.2806782006965655,0.3767577351497509,0.19232993980052482,0.27294692713942065,84.2,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-04,35,16,24,25,,,0.2506051967628033,0.34702716409634327,0.16277211160922725,0.2420163145828394,75.18,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-05,33,18,24,25,,,0.2491788882082889,0.33097471673016704,0.1760142783822517,0.24054766951244805,74.75,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-06,50,13,22,28,,,0.28186705267424883,0.49756755068915903,0.1261163778178993,0.2219172295156882,84.56,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-07,41,18,21,26,,,0.264451037151237,0.4109428552390241,0.17575522067567564,0.2066550355390115,79.34,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-08,38,11,18,22,,,0.22269287667214807,0.380256879785042,0.11199999999999999,0.1758217502314022,66.81,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-09,39,11,21,24,,,0.2392198898924575,0.39353734029460774,0.11199999999999999,0.2121223293827647,71.77,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-10,31,19,27,26,,,0.25516368468901945,0.31077709567200723,0.18551651850542683,0.2691974398896242,76.55,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-11,32,17,27,25,,,0.25126772517196055,0.3157247608371111,0.16510175778047803,0.2729766568982924,75.38,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-12,38,13,20,24,,,0.23658228284310168,0.3764180418358459,0.13046967208308294,0.20285913461037614,70.97,Moderate
Chacra_San_Javier_Sokolov_3,2025-02-13,51,13,24,29,High drought risk: 51%,drought,0.29395067445514683,0.5131567276700629,0.1311999265155818,0.2374953691797959,88.19,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-15,27,28,19,25,,,0.2483474481674264,0.2745602144109075,0.2759763146667948,0.19450581542457704,74.5,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-16,36,35,16,29,,,0.28991326457152955,0.35509855106779087,0.35033414768033466,0.1643070949664631,86.97,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-17,35,33,14,27,,,0.2713202721086178,0.35171611877568787,0.32709949491747126,0.13514520263269436,81.4,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-18,27,29,19,25,,,0.2517574954578318,0.27293185602016723,0.291545495269534,0.19079513508379414,75.53,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-19,28,43,20,30,,,0.3026816164342327,0.2777797442542586,0.4297794461420168,0.20048565890642261,90.8,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-20,22,36,19,26,,,0.2554705174733318,0.21613737790550897,0.3646329621398886,0.18564121237459785,76.64,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-21,19,34,23,25,,,0.25487383583449136,0.18948944885782926,0.342282325076971,0.2328497335686738,76.46,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-22,31,36,18,28,,,0.2830981516280871,0.30971440585888804,0.3623956581496732,0.1771843908757001,84.93,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-23,11,45,15,24,,,0.2383604374467375,0.1115049226907642,0.4524061554246981,0.1511702342247502,71.51,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-24,37,38,17,31,,,0.3065680296896203,0.3705856163928699,0.3785283757186285,0.17059009695736246,91.97,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-25,30,36,18,28,,,0.2817928638994533,0.30069640243674944,0.35975019408694553,0.18493199517466494,84.54,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-26,26,30,24,26,,,0.26295405466893057,0.25685567916949115,0.29576930175637883,0.23623718308092162,78.89,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-27,26,28,22,25,,,0.2544197878278344,0.2623004088952014,0.280183117307374,0.2207758372809278,76.33,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-28,28,30,19,26,,,0.25852140610365154,0.27995944995272365,0.30280656875924566,0.19279819959898528,77.56,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-29,31,32,17,27,,,0.2675987373393494,0.30896568932046786,0.32446037493076674,0.16937014776681364,80.28,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-30,41,32,19,31,,,0.30698603646314965,0.40556905734657445,0.32127881481224707,0.19411023723062745,92.1,Moderate
Chacra_San_Javier_Sokolov_4,2025-01-31,38,25,20,27,,,0.27482715964308074,0.3758044091796997,0.24852392768275897,0.20015314206678347,82.45,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-01,33,23,16,24,,,0.2416766666020258,0.33373838433832703,0.2327603489393279,0.15853126652842242,72.5,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-02,30,21,21,24,,,0.23936913707145488,0.2969206319272951,0.20966482184703783,0.21152195744003166,71.81,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-03,25,20,27,24,,,0.23823744887051226,0.2455400773554854,0.19790508689782266,0.27126718235822883,71.47,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-04,27,13,22,21,,,0.2078447755173535,0.2729136042894049,0.12771137213356587,0.22290935012908972,62.35,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-05,37,11,21,23,,,0.22998230237779035,0.36897609191596115,0.10600000000000001,0.2149708152174099,68.99,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-06,47,12,19,26,,,0.26346083814688465,0.47378873595829407,0.1226034104666069,0.19399036801575298,79.04,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-07,51,12,21,28,High drought risk: 51%,drought,0.2786672772754013,0.5060727212023669,0.11774564618932248,0.21218346443451458,83.6,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-08,44,11,23,26,,,0.25922675766091374,0.43977257599243536,0.10600000000000001,0.2319076969903059,77.77,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-09,32,11,20,21,,,0.20843712707568693,0.31541112371138824,0.10600000000000001,0.20390025751567256,62.53,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-10,35,11,28,24,,,0.24342614652058256,0.3453942710482123,0.10601356747744313,0.2788706010360922,73.03,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-11,44,15,26,28,,,0.27994838077882206,0.43893432265684695,0.14530414915180825,0.255606670527811,83.98,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-12,38,23,25,29,,,0.2860054485428634,0.3781490666849091,0.23378909849445256,0.2460781804492287,85.8,Moderate
Chacra_San_Javier_Sokolov_4,2025-02-13,48,12,22,27,,,0.2724836468932406,0.4807403011921254,0.1172161854763051,0.2194944540112913,81.75,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-15,28,34,20,27,,,0.27030092370418496,0.27590897464461595,0.33627308521844534,0.1987207112494937,81.09,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-16,26,29,16,24,,,0.2353808751350763,0.2614768740902676,0.28773037247063205,0.15693537884432918,70.61,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-17,36,39,12,29,,,0.2918122416599209,0.35802271397649876,0.3929869485271045,0.1244270624761595,87.54,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-18,34,29,16,26,,,0.26494960346478036,0.33977109094433355,0.29322635315613615,0.1618513662938713,79.48,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-19,26,31,20,25,,,0.25440179488832043,0.259246684178834,0.30697011703848304,0.19698858344764428,76.32,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-20,23,41,18,27,,,0.2718947678525549,0.22863278175487586,0.40543559210284796,0.18161592969994078,81.57,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-21,20,43,19,27,,,0.27128026089108864,0.19533644112995302,0.4251897144599408,0.1933146270833722,81.38,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-22,34,32,16,27,,,0.2714224157932508,0.3367517360274207,0.31668774532258404,0.16082776602974777,81.43,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-23,33,33,17,27,,,0.2746488451984596,0.32985278139299484,0.3285769121732607,0.1655168420291233,82.39,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-24,32,38,13,28,,,0.2767934264797373,0.32446994624835,0.37720664851439967,0.12870368467646234,83.04,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-25,34,38,18,30,,,0.2984498391841918,0.33685673700933066,0.3786462523547155,0.17984652818852928,89.53,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-26,32,36,20,30,,,0.2964278227904448,0.3245577055016971,0.3637189111938338,0.20100685167580334,88.93,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-27,20,29,23,24,,,0.23945429462966142,0.19899575084114693,0.28884270716558885,0.23052442588224856,71.84,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-28,31,37,23,30,,,0.30301147381744103,0.30700677740639704,0.3713097139187167,0.23071793012720943,90.9,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-29,36,24,17,26,,,0.25854995434984773,0.36284213780920394,0.2414231209359596,0.17138460430437963,77.56,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-30,44,23,16,28,,,0.2776930615365281,0.4377208850555002,0.23357095446975135,0.1617873450843328,83.31,Moderate
Chacra_San_Javier_Ivanov_1,2025-01-31,42,24,20,29,,,0.2852561233022423,0.4158999924696032,0.2444551447168256,0.19541323272029823,85.58,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-01,44,26,16,29,,,0.28829992274418,0.44294538995028854,0.2616442881536002,0.16031009012865122,86.49,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-02,32,20,25,26,,,0.25518741922465255,0.3160819304918714,0.20196346302589727,0.24751686415618887,76.56,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-03,25,14,22,20,,,0.2045500107878492,0.25396702786619973,0.13648720786124274,0.22319579663610511,61.37,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-04,39,12,22,24,,,0.2423142855566891,0.3875208671655791,0.11613011493255755,0.22329187457193064,72.69,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-05,35,10,18,21,,,0.2125252265854627,0.35286336463515433,0.10300000000000001,0.1817123151212338,63.76,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-06,50,12,22,28,,,0.2764392046955052,0.49649513906653575,0.11621539511671987,0.21660707990326,82.93,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-07,48,12,16,25,,,0.2504141023236121,0.47681841818860426,0.11561711259132565,0.15880677619090627,75.12,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-08,39,15,18,24,,,0.24115832378709187,0.39248393200190035,0.15241814320695227,0.17857289615242306,72.35,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-09,38,12,26,25,,,0.2530740052720351,0.3773377856796378,0.11735825909452428,0.2645259710419432,75.92,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-10,33,10,27,23,,,0.23262979850670962,0.32942000198464616,0.10300000000000001,0.2654693935354827,69.79,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-11,36,13,22,24,,,0.23794763826922707,0.36053706754026504,0.13321268136217285,0.22009316590524342,71.38,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-12,39,12,24,25,,,0.25436544753315654,0.394869732684215,0.12447511073281797,0.2437514991824368,76.31,Moderate
Chacra_San_Javier_Ivanov_1,2025-02-13,43,20,20,28,,,0.2777037949276033,0.42704464018993205,0.20499187157627152,0.20107487301660631,83.31,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-15,29,35,17,27,,,0.26881553112925755,0.28805302679484035,0.3513368793819096,0.16705668721102268,80.64,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-16,27,33,16,25,,,0.2521187530527921,0.26752061473963723,0.32745056898595065,0.16138507543278838,75.64,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-17,35,31,14,27,,,0.2683428350915316,0.3544659868331509,0.3073048576168019,0.14325766082464195,80.5,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-18,31,34,19,28,,,0.27907069657292993,0.30831794351727293,0.33571758015196695,0.1931765660495499,83.72,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-19,23,36,23,27,,,0.2717971570128814,0.22837536542006331,0.35642712384594344,0.23058898177263742,81.54,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-20,18,36,27,27,,,0.27067015302162284,0.18195814472487074,0.36454622650081026,0.2655060878391875,81.2,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-21,31,40,25,32,,,0.3206993794221537,0.3108461030629344,0.39813262549274697,0.25311940971077973,96.21,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-22,32,41,21,31,,,0.3126749298101869,0.3194464481829815,0.4055720411033097,0.21300630014426958,93.8,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-23,39,44,21,34,,,0.3449307106643704,0.38966311250714597,0.43885048540955796,0.20627853407640728,103.48,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-24,36,45,18,33,,,0.33063631454284065,0.36244140056811436,0.4528865865541115,0.17658095650629613,99.19,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-25,39,38,19,32,,,0.3195630073942385,0.3851549907330702,0.3847654611716583,0.188768570277987,95.87,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-26,33,41,19,31,,,0.31061078196859687,0.3255649571277961,0.4126502652710404,0.19361712350695415,93.18,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-27,22,28,24,25,,,0.2468605820669877,0.21941782251765932,0.2818201583252955,0.23934376535800825,74.06,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-28,34,28,21,28,,,0.2779115584782525,0.3395137701095846,0.28416447730845684,0.21005642801671598,83.37,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-29,42,28,19,30,,,0.29644048477100987,0.4245572986247446,0.2797451561945111,0.18501899949377373,88.93,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-30,36,29,19,28,,,0.2806559066906256,0.35643949177303424,0.2913045626958769,0.19422366560296572,84.2,Moderate
Chacra_San_Javier_Ivanov_2,2025-01-31,37,23,16,25,,,0.25445175632378875,0.3707838996606199,0.2311747345313901,0.16139663477935626,76.34,Moderate
Chacra_San_Javier_Ivanov_2,2025-02-01,42,19,20,27,,,0.2705051231053288,0.42014140906937736,0.18705807460352392,0.20431588564308517,81.15,Moderate
Chacra_San_Javier_Ivanov_2,2025-02-02,31,24,21,26,,,0.25511712371346257,0.31308597849626063,0.24244063914422626,0.20982475349990065,76.54,Moderate
Chacra_San_Javier_Ivanov_2,2025-02-03,27,13,25,22,,,0.21814378296302384,0.2740781650100873,0.1322795113639987,0.2480736725149855,65.44,Moderate
